NODE: 3 ID: 1 CONTENT: 92
NODE: 1 ID: 1 CONTENT: 14
NODE: 2 ID: 1 CONTENT: 21
NODE: 4 ID: 1 CONTENT: 99
NODE: 5 ID: 1 CONTENT: 106
NODE: 4 ID: 2 CONTENT: 109
NODE: 3 ID: 2 CONTENT: 156
NODE: 1 ID: 2 CONTENT: 178
NODE: 2 ID: 2 CONTENT: 67
NODE: 5 ID: 2 CONTENT: 198
NODE: 3 ID: 3 CONTENT: 127
NODE: 5 ID: 3 CONTENT: 154
NODE: 1 ID: 3 CONTENT: 163
NODE: 4 ID: 3 CONTENT: 40
NODE: 2 ID: 3 CONTENT: 77
NODE: 3 ID: 4 CONTENT: 57
NODE: 4 ID: 4 CONTENT: 172
NODE: 1 ID: 4 CONTENT: 28
NODE: 2 ID: 4 CONTENT: 143
NODE: 5 ID: 4 CONTENT: 86
NODE: 2 ID: 5 CONTENT: 63
NODE: 1 ID: 5 CONTENT: 21
NODE: 4 ID: 5 CONTENT: 84
NODE: 5 ID: 5 CONTENT: 127
NODE: 3 ID: 5 CONTENT: 42
NODE: 4 ID: 6 CONTENT: 97
NODE: 3 ID: 6 CONTENT: 24
NODE: 2 ID: 6 CONTENT: 152
NODE: 1 ID: 6 CONTENT: 80
NODE: 5 ID: 6 CONTENT: 169
NODE: 1 ID: 7 CONTENT: 0
NODE: 2 ID: 7 CONTENT: 168
NODE: 3 ID: 7 CONTENT: 0
NODE: 5 ID: 7 CONTENT: 0
NODE: 4 ID: 7 CONTENT: 168
NODE: 4 ID: 8 CONTENT: 193
NODE: 1 ID: 8 CONTENT: 117
NODE: 5 ID: 8 CONTENT: 152
NODE: 3 ID: 8 CONTENT: 34
NODE: 2 ID: 8 CONTENT: 76
NODE: 1 ID: 9 CONTENT: 199
NODE: 3 ID: 9 CONTENT: 198
NODE: 4 ID: 9 CONTENT: 98
NODE: 2 ID: 9 CONTENT: 99
